@_id,@_location,word/0/@_form,word/0/@_id,word/0/lemma/@_id,word/0/lemma/@_entry,word/0/lemma/@_POS,word/0/lemma/@_TreeTagger,word/0/lemma/@_disambiguated,word/0/lemma/analysis/@_morph,word/1/@_form,word/1/@_id,word/1/lemma/@_id,word/1/lemma/@_entry,word/1/lemma/@_POS,word/1/lemma/@_TreeTagger,word/1/lemma/@_disambiguated,word/1/lemma/analysis/@_morph,word/2/@_form,word/2/@_id,word/2/lemma/@_id,word/2/lemma/@_entry,word/2/lemma/@_POS,word/2/lemma/@_TreeTagger,word/2/lemma/@_disambiguated,word/2/lemma/analysis/@_morph,word/3/@_form,word/3/@_id,word/3/lemma/@_id,word/3/lemma/@_entry,word/3/lemma/@_POS,word/3/lemma/@_TreeTagger,word/3/lemma/@_disambiguated,word/3/lemma/analysis/@_morph,word/4/@_form,word/4/@_id,word/4/lemma/@_id,word/4/lemma/@_entry,word/4/lemma/@_POS,word/4/lemma/@_TreeTagger,word/4/lemma/@_disambiguated,word/4/lemma/analysis/@_morph,word/5/@_form,word/5/@_id,word/5/lemma/@_id,word/5/lemma/@_entry,word/5/lemma/@_POS,word/5/lemma/@_TreeTagger,word/5/lemma/@_disambiguated,word/5/lemma/analysis/0/@_morph,word/5/lemma/analysis/1/@_morph,word/6/@_form,word/6/@_id,word/6/lemma/@_id,word/6/lemma/@_entry,word/6/lemma/@_POS,word/6/lemma/@_TreeTagger,word/6/lemma/@_disambiguated,word/6/lemma/analysis/@_morph,word/7/@_form,word/7/@_id,word/7/lemma/@_id,word/7/lemma/@_entry,word/7/lemma/@_POS,word/7/lemma/@_disambiguated,word/7/lemma/@_TreeTagger,word/7/lemma/analysis/@_morph,word/8/@_form,word/8/@_id,word/8/lemma/@_id,word/8/lemma/@_entry,word/8/lemma/@_POS,word/8/lemma/@_disambiguated,word/8/lemma/@_TreeTagger,word/8/lemma/analysis/@_morph,word/9/@_form,word/9/@_id,word/9/lemma/@_id,word/9/lemma/@_entry,word/9/lemma/@_POS,word/9/lemma/@_TreeTagger,word/9/lemma/@_disambiguated,word/9/lemma/analysis/0/@_morph,word/9/lemma/analysis/1/@_morph,word/10/@_form,word/10/@_id,word/10/lemma/@_id,word/10/lemma/@_entry,word/10/lemma/@_POS,word/10/lemma/@_TreeTagger,word/10/lemma/@_disambiguated,word/10/lemma/analysis/@_morph,word/11/@_form,word/11/@_id,word/11/lemma/@_id,word/11/lemma/@_entry,word/11/lemma/@_POS,word/11/lemma/@_TreeTagger,word/11/lemma/@_disambiguated,word/11/lemma/analysis/0/@_morph,word/11/lemma/analysis/1/@_morph,word/12/@_form,word/12/@_id,word/12/lemma/@_id,word/12/lemma/@_entry,word/12/lemma/@_POS,word/12/lemma/@_disambiguated,word/12/lemma/@_TreeTagger,word/12/lemma/analysis/@_morph,word/13/@_form,word/13/@_id,word/13/lemma/@_id,word/13/lemma/@_entry,word/13/lemma/@_POS,word/13/lemma/@_TreeTagger,word/13/lemma/@_disambiguated,word/13/lemma/analysis/@_morph,word/14/@_form,word/14/@_id,word/14/lemma/@_id,word/14/lemma/@_entry,word/14/lemma/@_POS,word/14/lemma/@_disambiguated,word/14/lemma/@_TreeTagger,word/14/lemma/analysis/@_morph,word/15/@_form,word/15/@_id,word/15/lemma/@_id,word/15/lemma/@_entry,word/15/lemma/@_POS,word/15/lemma/@_TreeTagger,word/15/lemma/@_disambiguated,word/15/lemma/analysis/@_morph,word/16/@_form,word/16/@_id,word/16/lemma/@_id,word/16/lemma/@_entry,word/16/lemma/@_POS,word/16/lemma/@_disambiguated,word/16/lemma/@_TreeTagger,word/16/lemma/analysis/@_morph,word/17/@_form,word/17/@_id,word/17/lemma/@_id,word/17/lemma/@_entry,word/17/lemma/@_POS,word/17/lemma/@_TreeTagger,word/17/lemma/@_disambiguated,word/17/lemma/analysis/@_morph,word/18/@_form,word/18/@_id,word/18/lemma/@_id,word/18/lemma/@_entry,word/18/lemma/@_POS,word/18/lemma/@_TreeTagger,word/18/lemma/@_disambiguated,word/18/lemma/analysis/@_morph,punct/0/@_mark,punct/1/@_mark,punct/2/@_mark,punct/3/@_mark,punct/4/@_mark,word/5/lemma/analysis/@_morph,word/9/lemma/analysis/@_morph,word/11/lemma/analysis/@_morph,punct/@_mark,word/8/lemma/analysis/0/@_morph,word/8/lemma/analysis/1/@_morph,word/8/lemma/analysis/2/@_morph,word/9/lemma/analysis/2/@_morph,word/9/lemma/analysis/3/@_morph,word/3/lemma/analysis/0/@_morph,word/3/lemma/analysis/1/@_morph,word/3/lemma/analysis/2/@_morph,word/0/lemma/analysis/0/@_morph,word/0/lemma/analysis/1/@_morph,word/1/lemma/analysis/0/@_morph,word/1/lemma/analysis/1/@_morph,word/2/lemma/analysis/0/@_morph,word/2/lemma/analysis/1/@_morph,word/4/lemma/analysis/0/@_morph,word/4/lemma/analysis/1/@_morph,word/4/lemma/analysis/2/@_morph,word/4/lemma/analysis/3/@_morph,word/4/lemma/analysis/4/@_morph,word/6/lemma/analysis/0/@_morph,word/6/lemma/analysis/1/@_morph,word/10/lemma/analysis/0/@_morph,word/10/lemma/analysis/1/@_morph,word/1/lemma/analysis/2/@_morph,word/1/lemma/analysis/3/@_morph,word/1/lemma/analysis/4/@_morph,word/1/lemma/analysis/5/@_morph,word/1/lemma/analysis/6/@_morph,word/3/lemma/analysis/3/@_morph,word/7/lemma/analysis/0/@_morph,word/7/lemma/analysis/1/@_morph,word/7/lemma/analysis/2/@_morph,word/0/lemma/analysis/2/@_morph,word/0/lemma/analysis/3/@_morph,word/0/lemma/analysis/4/@_morph,word/8/lemma/analysis/3/@_morph,word/17/lemma/analysis/0/@_morph,word/17/lemma/analysis/1/@_morph,word/13/lemma/analysis/0/@_morph,word/13/lemma/analysis/1/@_morph,word/19/@_form,word/19/@_id,word/19/lemma/@_id,word/19/lemma/@_entry,word/19/lemma/@_POS,word/19/lemma/@_TreeTagger,word/19/lemma/@_disambiguated,word/19/lemma/analysis/@_morph,word/20/@_form,word/20/@_id,word/20/lemma/@_id,word/20/lemma/@_entry,word/20/lemma/@_POS,word/20/lemma/@_TreeTagger,word/20/lemma/@_disambiguated,word/20/lemma/analysis/@_morph,word/21/@_form,word/21/@_id,word/21/lemma/@_id,word/21/lemma/@_entry,word/21/lemma/@_POS,word/21/lemma/@_TreeTagger,word/21/lemma/@_disambiguated,word/21/lemma/analysis/@_morph,word/22/@_form,word/22/@_id,word/22/lemma/@_id,word/22/lemma/@_entry,word/22/lemma/@_POS,word/22/lemma/@_TreeTagger,word/22/lemma/@_disambiguated,word/22/lemma/analysis/@_morph,word/11/lemma/analysis/2/@_morph,word/13/lemma/analysis/2/@_morph,word/5/lemma/analysis/2/@_morph,word/5/lemma/analysis/3/@_morph,word/5/lemma/analysis/4/@_morph,word/5/lemma/analysis/5/@_morph,word/14/lemma/analysis/0/@_morph,word/14/lemma/analysis/1/@_morph,word/16/lemma/analysis/0/@_morph,word/16/lemma/analysis/1/@_morph,word/20/lemma/analysis/0/@_morph,word/20/lemma/analysis/1/@_morph,word/8/lemma/analysis/4/@_morph
11,17,daimo/nioi,1,23232,δαιμόνιος,adjective,false,n/a,,ti/na,2,nlsj65910,τίς,pronoun,true,0.5,,to/nde,3,72010,ὅδε,pronoun,false,n/a,,qeo\n,4,48291,θεός,noun,false,n/a,masc acc sg,desmeu/eq',5,24173,δεσμεύω,verb,false,n/a,,e(lo/ntes,6,2654,αἱρέω,verb,false,n/a,,,kartero/n,7,53496,καρτερός,adjective,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",",",;,,,aor part act masc nom/voc pl,,,,,,,,,,,,masc nom/voc pl,masc/fem nom/voc pl,masc/fem acc sg,neut nom/voc/acc pl,masc acc sg,neut acc sg,pres imperat act 2nd pl,pres ind act 2nd pl,pres ind mp 3rd sg,imperf ind mp 3rd sg (homeric ionic),imperf ind act 2nd pl (homeric ionic),masc acc sg,neut nom/voc/acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,ou)de\,1,75764,οὐδέ,particle,false,0.33,indeclform (particle),fe/rein,2,110598,φέρω,verb,false,n/a,pres inf act (attic epic),du/natai/,3,28566,δύναμαι,verb,false,n/a,pres ind mp 3rd sg,min,4,67878,μιν,pronoun,false,n/a,masc/fem/neut acc 3rd sg (epic ionic),nhu=s,5,69863,ναῦς,noun,false,n/a,fem nom sg (epic ionic),eu)ergh/s,6,43846,εὐεργής,adverb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc/fem nom sg,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,19,h)\,1,46568,ἠέ,conjunction,true,1.0,indeclform (conj),ga\r,2,21618,γάρ,particle,false,n/a,indeclform (particle),*zeu\s,3,46195,Ζεύς,proper,false,n/a,masc nom sg,o(/de,4,72010,ὅδε,pronoun,false,n/a,masc nom sg,g',5,21705,γε,particle,false,n/a,enclitic indeclform (particle),e)sti\n,6,31130,εἰμί,verb,false,n/a,,,h)\,7,46568,ἠέ,conjunction,true,1.0,indeclform (conj),a)rguro/tocos,8,14882,ἀργυρότοξος,adjective,n/a,false,masc/fem nom sg,*)apo/llwn,9,13098,Ἀπόλλων,proper,n/a,false,masc nom/voc sg,h)e\,10,46568,ἠέ,conjunction,true,0.5,,,*poseida/wn,11,85891,Ποσειδεών,proper,false,n/a,masc nom/voc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pres ind act 3rd sg,epic (indeclform conj),,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20,e)pei\,1,38466,ἐπεί,conjunction,false,n/a,indeclform (conj),ou),2,75730,οὐ,adverb,false,n/a,proclitic indeclform (adverb),qnhtoi=si,3,48910,θνητός,adjective,false,n/a,,brotoi=sin,4,21056,βροτός,noun,false,n/a,masc dat pl (epic ionic aeolic),ei)/kelos,5,30938,εἴκελος,adjective,false,n/a,masc nom sg,a)lla\,6,4357,ἀλλά,adverb,false,n/a,,,qeoi=s,7,48291,θεός,noun,true,1.0,masc dat pl,oi(\,8,29856,ἕ,pronoun,0.5,true,masc/fem dat sg (epic ionic),*)olu/mpia,9,nlsj3696,Ὀλύμπια,proper,0.33,false,neut nom/voc/acc pl,dw/mat',10,29773,δῶμα,noun,false,n/a,neut nom/voc/acc pl,neut dat sg,e)/xousin,11,45996,ἔχω,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",",",.,,,indeclform (adverb),,,,,,,neut nom/voc/acc dual,,,,,,,,,masc/neut dat pl (epic ionic aeolic),masc/fem/neut dat pl (epic ionic aeolic),,,,,,,,pres part act masc/neut dat pl (attic epic doric ionic),pres ind act 3rd pl (attic epic doric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,a)ll',1,4357,ἀλλά,adverb,false,n/a,indeclform (adverb),a)/get',2,1083,ἄγω,verb,true,1.0,,au)to\n,3,17907,αὐτός,pronoun,false,n/a,masc acc sg,a)fw=men,4,18331,ἀφίημι,verb,false,n/a,,e)p',5,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),h)pei/roio,6,47462,ἤπειρος,adjective,false,n/a,,,melai/nhs,7,65934,μέλας,adjective,true,1.0,fem gen sg (attic epic ionic),au)ti/ka,8,17595,αὐτίκα,adverb,n/a,false,indeclform (adverb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,fem gen sg (epic),,,,,,,,,aor subj act 1st pl,aor subj act 1st pl,,,,imperf ind mp 3rd sg (doric aeolic),imperf ind act 2nd pl (doric aeolic),,,,,,,,,,,,pres imperat act 2nd pl,pres ind act 2nd pl,pres ind mp 3rd sg,imperf ind mp 3rd sg (homeric ionic),imperf ind act 2nd pl (homeric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,mhd',1,67299,μηδέ,particle,false,n/a,indeclform (particle),e)pi\,2,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),xei=ras,3,113560,χείρ,noun,false,n/a,fem acc pl,i)a/llete,4,49676,ἰάλλω,verb,false,n/a,,mh/,5,67283,μή,conjunction,false,n/a,indeclform (conj),ti,6,104051,τις,pronoun,false,n/a,,,xolwqei\s,7,nlsj53245,χολόομαι,verb,true,0.5,aor part mp masc nom/voc sg,o)/rsh|,8,75267,ὄρνυμι,verb,n/a,false,,e)/p',9,nlsj126,ἐπί,preposition,n/a,false,indeclform (prep),a)rgale/ous,10,14751,ἀργαλέος,adjective,false,n/a,,,t',11,102752,τε,particle,true,1.0,enclitic indeclform (particle),a)ne/mous,12,8238,ἄνεμος,noun,true,1.0,,,kai\,13,51951,καί,conjunction,n/a,false,indeclform (conj),lai/lapa,14,61644,λαῖλαψ,noun,false,n/a,fem acc sg,pollh/n,15,85306,πολύς,adjective,n/a,false,fem acc sg (attic epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",.,,,,neut nom/voc/acc sg,masc acc pl,masc acc pl,,,,,,,imperf ind act 2nd pl,pres imperat act 2nd pl,pres ind act 2nd pl,,,,,,,,,,,,,,,,,,,,,imperf ind act 2nd pl (homeric ionic),aor subj mid 2nd sg (epic),aor subj act 3rd sg (epic),fut ind mid 2nd sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,25,*(\ws,1,75512,ὅς,pronoun,false,0.5,masc acc pl (doric),fa/to,2,110639,φημί,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,imperf ind mp 3rd sg (epic),aor ind mid 3rd sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25,to\n,1,71882,ὁ,article,false,n/a,masc acc sg,d',2,23596,δέ,particle,false,n/a,indeclform (particle),a)rxo\s,3,16045,ἀρχός,noun,false,n/a,masc nom sg,stugerw=|,4,97356,στυγερός,adjective,false,n/a,masc/neut dat sg,h)ni/pape,5,35724,ἐνίπτω,verb,false,n/a,aor ind act 3rd sg (epic),mu/qw|,6,69052,μῦθος,noun,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc dat sg,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,26,daimo/ni',1,23232,δαιμόνιος,adjective,true,1.0,,ou)=ron,2,76017,οὖρον,noun,true,0.17,neut nom/voc/acc sg,o(/ra,3,74735,ὁράω,verb,false,n/a,,a(/ma,4,4845,ἅμα,adverb,false,n/a,indeclform (adverb),d',5,23596,δέ,particle,false,n/a,indeclform (particle),i(sti/on,6,51245,ἱστίον,noun,false,n/a,,,e(/lkeo,7,33770,ἕλκω,verb,false,n/a,,nho\s,8,69714,ναός,noun,0.5,true,masc nom sg (epic ionic),su/mpanq',9,98584,σύμπας,adjective,1.0,true,,o(/pla,10,74571,ὅπλον,noun,false,n/a,,,labw/n,11,61791,λαμβάνω,verb,false,n/a,aor part act masc nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",",",:,,,neut nom/voc/acc sg,neut nom/voc/acc pl,,,neut nom/voc/acc pl,masc acc sg,masc/neut dat sg,,,,,,neut nom/voc/acc pl,neut nom/voc/acc pl,,,pres imperat act 2nd sg (epic),imperf ind act 3rd sg (homeric ionic),,,,,,pres imperat mp 2nd sg (epic doric ionic aeolic),imperf ind mp 2nd sg (epic doric ionic aeolic),,,,,,,,,,,,masc voc sg,masc/fem voc sg,fem nom/voc pl,masc/neut nom/voc/acc dual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,27,o(/de,1,72010,ὅδε,pronoun,false,n/a,masc nom sg,d',2,23596,δέ,particle,false,n/a,indeclform (particle),au)=t',3,17568,αὖτε,adverb,false,n/a,indeclform (adverb),a)/ndressi,4,8665,ἀνήρ,noun,false,n/a,masc dat pl (epic aeolic),melh/sei,5,40154,ἐπιμελέομαι,verb,true,0.5,fut ind mp 2nd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,28,e)/lpomai,1,33910,ἔλπω,verb,false,n/a,pres ind mp 1st sg,h)\,2,46568,ἠέ,conjunction,true,1.0,indeclform (conj),*ai)/gupton,3,2224,Αἴγυπτος,proper,false,n/a,,a)fi/cetai,4,nlsj14055,ἀφίζω,verb,true,0.5,,h)\,5,46568,ἠέ,conjunction,true,1.0,indeclform (conj),o(/,6,75512,ὅς,pronoun,true,1.0,,,ge,7,21705,γε,particle,false,n/a,enclitic indeclform (particle),*ku/pron,8,61016,Κύπρος,proper,n/a,false,fem acc sg,h)\,9,46568,ἠέ,conjunction,1.0,true,indeclform (conj),e)s,10,31235,εἰς,preposition,false,n/a,,,*(uperbore/ous,11,107354,Ὑπερβόρεοι,proper,true,0.5,masc acc pl,h)\,12,46568,ἠέ,conjunction,true,1.0,,,e(kaste/rw,13,31584,ἑκάς,adjective,n/a,false,comp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,neut nom/voc/acc sg,proclitic indeclform (prep),indeclform (conj),,,,,,,aor subj mid 3rd sg (epic doric),fut ind mid 3rd sg,,,,,,fem acc sg,masc acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29,e)s,1,31235,εἰς,preposition,false,n/a,proclitic indeclform (prep),de\,2,23596,δέ,particle,false,n/a,indeclform (particle),teleuth\n,3,102993,τελευτή,noun,false,n/a,fem acc sg (attic epic ionic),e)/k,4,31575,ἐκ,preposition,false,n/a,proclitic indeclform (prep),pot',5,nlsj67563,ποτέ,particle,true,1.0,,e)rei=,6,nlsj11286,ἐράομαι,verb,true,0.25,,,au)tou=,7,17907,αὐτός,pronoun,true,1.0,,te,8,102752,τε,particle,n/a,false,enclitic indeclform (particle),fi/lous,9,nlsj56179,φίλος,adjective,1.0,true,masc acc pl,kai\,10,51951,καί,conjunction,false,n/a,,,kth/mata,11,60340,κτῆμα,noun,false,n/a,neut nom/voc/acc pl,pa/nta,12,79904,πᾶς,adjective,false,n/a,masc acc sg,neut nom/voc/acc pl,ou(/s,13,75512,ὅς,pronoun,n/a,false,masc acc pl,te,14,102752,τε,particle,false,n/a,enclitic indeclform (particle),kasignh/tous,15,53599,κασίγνητος,noun,n/a,false,masc acc pl,e)pei\,16,38466,ἐπεί,conjunction,false,n/a,indeclform (conj),h(mi=n,17,30657,ἐγώ,pronoun,n/a,false,masc/fem dat 1st pl,e)/mbale,18,33956,ἐμβάλλω,verb,false,n/a,,dai/mwn,19,23242,δαίμων,adjective,false,n/a,masc/fem nom/voc sg,",",.,,,,pres ind mp 2nd sg (attic epic doric ionic),indeclform (conj),,,,,,,,,,,,,,,,,aeolic (enclitic indeclform particle),enclitic indeclform (particle),,,,neut gen sg,masc gen sg,,,,,,,,,,,,,,,,aor imperat act 2nd sg,aor ind act 3rd sg (homeric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,32,w(\s,1,75512,ὅς,pronoun,false,0.5,masc acc pl (doric),ei)pw\n,2,31161,εἶπον,verb,false,n/a,aor part act masc nom sg,i(sto/n,3,51269,ἱστός,noun,false,n/a,masc acc sg,te,4,102752,τε,particle,false,n/a,enclitic indeclform (particle),kai\,5,51951,καί,conjunction,false,n/a,indeclform (conj),i(sti/on,6,51245,ἱστίον,noun,false,n/a,,,e(/lketo,7,33770,ἕλκω,verb,false,n/a,imperf ind mp 3rd sg (homeric ionic),nho/s,8,69714,ναός,noun,0.5,true,masc nom sg (epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neut nom/voc/acc sg,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,33,e)/mpneusen,1,34431,ἐμπνέω,verb,false,n/a,aor ind act 3rd sg (homeric ionic),d',2,23596,δέ,particle,false,n/a,indeclform (particle),a)/nemos,3,8238,ἄνεμος,noun,false,n/a,masc nom sg,me/son,4,66494,μέσος,adjective,false,n/a,,i(sti/on,5,51245,ἱστίον,noun,false,n/a,neut nom/voc/acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,masc acc sg,neut nom/voc/acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,33,a)mfi\,1,5704,ἀμφί,preposition,false,n/a,indeclform (prep),d',2,23596,δέ,particle,false,n/a,indeclform (particle),a)/r',3,14639,ἄρα,particle,true,1.0,indeclform (particle),o(/pla,4,74571,ὅπλον,noun,false,n/a,neut nom/voc/acc pl,katta/nusan,5,nlsj64899,καττάνυσαν,verb,false,n/a,aor ind act 3rd pl (homeric),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,34,ta/xa,1,102668,τάχα,adjective,true,0.5,indeclform (adverb),de/,2,23596,δέ,particle,false,n/a,indeclform (particle),sfin,3,101628,σφεῖς,pronoun,false,n/a,masc/fem dat pl,e)fai/neto,4,110114,φαίνω,verb,false,n/a,imperf ind mp 3rd sg,qaumata\,5,47939,θαυματός,adjective,false,n/a,,e)/rga,6,42214,ἔργον,noun,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neut nom/voc/acc pl,,,.,,,,,,,,,,,,,,,neut nom/voc/acc pl,fem nom/voc/acc dual,fem nom/voc sg (doric aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,35,oi)=nos,1,72550,οἶνος,noun,false,n/a,masc nom sg,me\n,2,66260,μέν,particle,false,n/a,indeclform (particle),prw/tista,3,90936,πρώτιστος,adjective,false,n/a,,qoh\n,4,48951,θοός,adjective,false,n/a,fem acc sg (attic epic ionic),a)na\,5,6213,ἀνά,preposition,false,n/a,indeclform (prep),nh=a,6,69863,ναῦς,noun,false,n/a,,,me/lainan,7,65934,μέλας,adjective,true,1.0,fem acc sg,h(du/potos,8,46709,ἡδύποτος,adjective,n/a,false,masc/fem nom sg,kela/ruz',9,56464,κελαρύζω,verb,n/a,false,,eu)w/dhs,10,45545,εὐώδης,adverb,false,0.5,masc/fem acc pl (attic epic doric),masc/fem nom/voc pl (doric aeolic),w)/rnuto,11,75267,ὄρνυμι,verb,false,n/a,imperf ind mp 3rd sg,d',12,23596,δέ,particle,false,n/a,,,o)dmh\,13,75539,ὀσμή,noun,n/a,false,fem nom/voc sg (attic epic ionic),a)mbrosi/h,14,5080,ἀμβρόσιος,adjective,true,1.0,fem nom/voc sg (epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,fem acc sg (epic),,indeclform (particle),,pres imperat act 2nd sg,imperf ind act 3rd sg (homeric ionic),,masc/fem nom sg,,,,,,,,,neut nom/voc/acc pl,neut nom/voc/acc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,37,nau/tas,1,69896,ναύτης,noun,false,n/a,,de\,2,23596,δέ,particle,false,n/a,indeclform (particle),ta/fos,3,102652,τάφος,noun,true,0.5,masc nom sg,la/be,4,61791,λαμβάνω,verb,false,n/a,,pa/ntas,5,79904,πᾶς,adjective,false,n/a,masc acc pl,i)do/ntas,6,nlsj11198,εἶδον,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aor part act masc acc pl,,,.,,,,,,aor imperat act 2nd sg,aor ind act 3rd sg (epic ionic),,masc acc pl,masc nom sg (epic doric aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
